distance 	 log(kDRatio) 	 DDG 	 deltionSize 	 bindSite 
51	-0.015913026399177292	0.0	1	inMotif
34	-0.014092726680679997	0.01804	1	inMotif
7	-0.3296144949320629	0.19585799999999998	4	inMotif
15	0.4713491217455934	-1.50492	1	inMotif
60	0.08630015277941441	-0.9911600000000003	10	inMotif
30	-0.05485041022805322	-0.04600900000000002	10	inMotif
23	-0.17776993708820887	0.01969999999999983	9	inMotif
27	0.007897205218337748	0.012759999999999883	2	inMotif
18	0.024489836561727863	-0.09878000000000009	2	inMotif
1	-0.5984383637819848	0.9958440000000001	2	inMotif
58	0.3485309891467197	0.0005230000000000512	1	inMotif
11	0.19162594696000537	0.006604000000000054	1	inMotif
44	-0.037649263075480596	-0.011310599999999997	1	inMotif
51	-0.298244175272912	-0.15436599999999995	2	inMotif
15	0.03422651562994887	-0.09285400000000002	1	inMotif
7	-0.058639400252808664	-0.3397800000000002	1	inMotif
37	0.05505187275554588	0.003707999999999989	1	inMotif
4	-0.20920103268012238	0.522992	1	inMotif
0	-0.045334868597601725	0.7055362000000001	2	inMotif
1	0.2364191161408968	0.06904999999999983	4	inMotif
0	-1.4992947870481055	1.972108	2	inMotif
14	-0.35595411716359615	0.5338799999999999	4	inMotif
50	0.10118035012573323	-0.12168599999999985	1	inMotif
46	0.03934035337401055	-0.0014190000000000036	1	inMotif
34	0.031200568845754853	-0.008594999999999992	3	inMotif
1	0.13743491498152724	0.6275158000000001	3	inMotif
7	-0.10835637613011735	-0.485542	9	inMotif
3	-0.05310762174715191	-0.502459	1	inMotif
4	-0.07006354897939407	-0.03812799999999994	1	inMotif
4	0.0030709412090186394	-0.6058334	2	inMotif
7	-0.05882572182280924	-0.6233386000000001	1	inMotif
8	-0.0203369155830308	0.48175599999999996	1	inMotif
0	0.09793263125122399	0.5220831	3	inMotif
37	-1.095755973675763	2.5103999999999997	1	inMotif
5	0.0880335015065967	-0.3271900000000001	1	inMotif
53	0.002338552923728223	0.006040999999999991	3	inMotif
47	0.0061700471941252754	0.003267199999999998	4	inMotif
40	0.0032197677320217684	0.0020050000000000068	1	inMotif
34	-0.03963952684753129	0.0004230000000000067	2	inMotif
33	0.015944461241932974	0.001166999999999918	1	inMotif
-1	0.22545659846568866	0.23913230000000002	10	inMotif
0	-0.019184913189866745	0.037636	1	inMotif
0	-0.3052348105238254	0.2659435	1	inMotif
2	0.03846961098148663	0.118673	1	inMotif
7	-0.14331070688395323	-0.02448700000000001	2	inMotif
21	0.003956406682610084	0.0010300000000000031	4	inMotif
14	0.19120701157927839	0.026820000000000066	4	inMotif
25	-0.01913852838435516	0.14916500000000002	1	inMotif
35	-0.06796062072637171	-0.008472999999999953	1	inMotif
31	0.03301556336480791	-0.024973000000000023	1	inMotif
4	-0.006668898112847643	-0.012650000000000272	1	inMotif
0	0.16654923053597276	-0.23453500000000005	1	inMotif
10	-0.14992315855433916	0.58178	1	inMotif
43	0.6370684748882315	-0.656137	1	inMotif
9	0.03349292316463818	-0.010871899999999997	4	inMotif
2	0.3083344343978717	-0.015144399999999988	2	inMotif
5	-0.03805016908476203	0.023738899999999993	1	inMotif
19	0.07382556565162644	-0.05634310000000001	1	inMotif
4	0.04231225221180108	1.534669	1	inMotif
62	-0.13765106065543545	0.01707000000000014	9	inMotif
51	0.11135933969846641	0.03441000000000005	1	inMotif
23	0.07530494960928147	0.0032960000000000073	3	inMotif
12	-0.009950066404923043	-0.330719	1	inMotif
3	-0.09206840849373407	0.4663099999999998	2	inMotif
11	-0.4972735429792454	-0.81515	4	inMotif
20	0.3391270195636659	-0.10067000000000004	4	inMotif
4	0.07242409220757844	-0.15634499999999996	1	inMotif
54	0.01504195532055497	0.03829200000000005	1	inMotif
9	-0.07932662679648243	0.11359999999999992	4	inMotif
1	0.05108830867035047	-0.0605	1	inMotif
47	0.13261131384784774	-0.15056000000000003	1	inMotif
31	0.0	-0.0003970000000000362	1	inMotif
4	0.004665876516518129	-0.016403999999999974	2	inMotif
65	0.06768882592412047	-0.10201300000000002	1	inMotif
18	0.11853582979904372	-0.00534399999999996	1	inMotif
44	-0.012067657116340032	-0.0005379999999999274	3	inMotif
5	0.05961925489312222	0.21582810000000002	1	inMotif
55	0.3190280088587778	0.26071099999999997	2	inMotif
1	0.5118089577811812	-0.218334	4	inMotif
33	0.14994247038143538	0.15029100000000006	1	inMotif
49	0.12600001666146843	-0.02036199999999999	1	inMotif
4	0.46190211343076715	-0.4258089999999999	1	inMotif
16	0.041588720557661836	-0.10890999999999984	3	inMotif
28	-0.0771399253432437	0.13114199999999998	2	inMotif
32	0.1519516561577776	0.010402999999999996	4	inMotif
28	-0.1727912751139483	-0.11404999999999998	1	inMotif
9	-0.11153619330675456	0.549516	1	inMotif
10	-0.06786315205830559	0.06936700000000001	1	inMotif
22	-0.1046294031644644	0.04696600000000001	5	inMotif
36	-0.1523487601625374	0.028039999999999954	1	inMotif
39	0.04013875551750565	0.021751999999999994	1	inMotif
38	0.386298710514782	-0.8317199999999998	1	inMotif
42	0.2825372985272445	-0.06851600000000002	1	inMotif
33	0.021348606655469733	-0.009803700000000005	1	inMotif
7	0.14070373105001913	-0.0022509999999999475	1	inMotif
30	0.041317334368662306	-0.03421039999999999	4	inMotif
37	-0.0725401318190607	0.03979599999999994	1	inMotif
51	0.10014624506992063	-0.0017619999999999303	1	inMotif
10	-0.046392408485974375	0.31178700000000004	2	inMotif
25	-0.005267161943236066	-0.029998999999999998	1	inMotif
53	-0.13308503342664718	-0.10293200000000002	2	inMotif
62	1.3120505933346558	-1.982498	6	inMotif
30	-0.31926603403371967	0.0758700000000001	4	inMotif
34	-0.1653169780852041	0.359665	1	inMotif
36	0.7856342345507018	-2.05172	1	inMotif
6	-0.5520715952685064	0.718382	3	inMotif
10	-0.1570331450543657	0.3128899999999999	6	inMotif
13	-0.0030325742046054386	0.033872999999999986	5	inMotif
39	-0.005225692765949392	0.0004589999999999872	2	inMotif
11	0.14389937344794096	-0.26322	1	inMotif
60	-0.010192375584630748	-0.002918000000000004	2	inMotif
32	-0.05161054652470113	-0.14326799999999995	1	inMotif
1	0.3905002998241247	-1.260056	2	inMotif
8	0.089208207485728	0.067552	1	inMotif
14	-0.2890312814763026	2.205475	4	inMotif
0	0.07069424492506424	0.201508	1	inMotif
1	0.390338913235153	-0.6563500000000002	7	inMotif
55	-0.1357193017669402	-0.027619000000000005	4	inMotif
39	-0.015996638686890163	0.0	5	inMotif
42	0.006694538450455051	-4.000000000004e-06	1	inMotif
5	0.05042443670117617	-0.064446	1	inMotif
38	-0.01298589454752778	-0.02226000000000017	3	inMotif
35	0.006400839567471196	0.044211	2	inMotif
35	0.1301359390599199	-0.136272	1	inMotif
37	0.16059855168758327	-0.345733	1	inMotif
34	0.0	-0.004245999999999972	1	inMotif
43	-0.0006520631090096674	-0.04253800000000002	1	inMotif
22	0.19994054781401766	0.004001999999999992	2	inMotif
56	-0.17549567239704852	0.30306599999999995	4	inMotif
49	-0.1813901600311958	0.25824500000000006	4	inMotif
43	-0.15495078263589865	0.10707499999999992	4	inMotif
13	-0.005933356032155361	0.0006800000000000139	8	inMotif
58	-0.0004431236077363974	-3.099999999998937e-05	1	inMotif
57	0.0009204603765985101	-0.010963	2	inMotif
34	-0.010609586475768174	-0.009367000000000014	1	inMotif
32	-0.006935329870945631	-0.0014440000000000008	1	inMotif
24	-0.14958212007244961	-0.05740400000000001	8	inMotif
24	0.01036919401306956	0.12348499999999996	2	inMotif
23	-0.008084256821138435	0.07356600000000002	1	inMotif
0	0.07164637752578407	0.07593300000000003	5	inMotif
36	-0.016122057637791988	-4.000000000026205e-05	2	inMotif
31	0.026515990874872906	-0.045619999999999994	1	inMotif
21	-0.10010646415937362	0.22893399999999997	3	inMotif
38	0.0006174862920193455	-0.00282300000000002	1	inMotif
12	0.03856668612758222	0.0001500000000000945	3	inMotif
19	-0.09081562961918785	0.008260000000000156	4	inMotif
26	0.09631609363573419	0.0026169999999999805	3	inMotif
28	0.00910577147912094	4.0000000000040004e-05	5	inMotif
30	-0.0019700946086898896	2.0000000000131024e-05	3	inMotif
16	-0.017208299958875174	-0.0010499999999999954	4	inMotif
13	0.0037550980006965306	-0.009693000000000007	1	inMotif
-1	0.2155246472523562	0.105549	1	inMotif
36	-0.002229771441407053	0.0	1	inMotif
44	0.006598210773461431	0.0	1	inMotif
20	-0.1534635898363474	0.2679	1	inMotif
21	0.001595949568858563	1.999999999990898e-05	1	inMotif
47	-0.9480407757944966	1.2261499999999999	1	inMotif
34	-0.015833243934129493	-0.0008125299999999999	1	inMotif
9	0.06047080057552822	0.02081678	1	inMotif
0	0.2832655420758918	-0.05855183	1	inMotif
5	-0.1380988548435677	-0.00626374	2	inMotif
30	-0.0138711906018494	0.002353600000000001	2	inMotif
62	0.047122762734217546	-0.048061999999999994	2	inMotif
48	-0.0008229433722059375	-0.005646000000000012	3	inMotif
59	-0.004488653424014503	3.100000000000325e-05	2	inMotif
46	-0.042135630601131235	-0.0130539	1	inMotif
22	-0.5379724829469043	-0.06363999999999992	4	inMotif
15	-0.16417560529714814	-0.06894	5	inMotif
7	-0.2451877147053528	-0.053220000000000045	5	inMotif
17	-0.04316964098117775	-0.025856100000000007	1	inMotif
27	0.18420466828363893	-0.15477399999999997	8	inMotif
42	-0.0517168588622312	-0.00445557	4	inMotif
39	-0.017138291128578294	0.0	2	inMotif
39	-0.04256968201489313	0.0	4	inMotif
41	-0.1318991053653158	7.999999999980245e-06	2	inMotif
7	-0.3217574945513012	0.265167	1	inMotif
25	-0.15386230560746383	-0.20622099999999988	5	inMotif
25	0.009769599590754024	0.03456500000000001	1	inMotif
2	-0.4090900663680717	-0.957572	1	inMotif
57	0.21580250701286652	-0.20710700000000004	7	inMotif
39	0.0998879783264746	-0.11215399999999998	5	inMotif
8	-0.1664924477576292	-0.026152999999999982	1	inMotif
8	0.05797806884073279	0.003681999999999991	2	inMotif
7	-0.06213556781628985	0.03944400000000001	2	inMotif
12	-0.09690644616187473	0.24391299999999994	3	inMotif
0	-0.11682538704035596	0.8942919999999999	1	inMotif
3	0.14010564168161413	0.023089999999999833	1	inMotif
5	-0.04242291281137519	-0.49572000000000016	1	inMotif
7	0.22113235338389226	-0.6953960000000001	1	inMotif
30	0.31538040351235214	-0.181202	4	inMotif
8	0.11837814125538484	-0.01844359999999999	2	inMotif
-1	0.1577137449852291	-0.038738999999999996	1	inMotif
57	-0.01745272465738485	0.01283200000000001	2	inMotif
32	0.02379760446831164	0.10816999999999988	1	inMotif
4	0.08563355042938207	0.019961999999999994	1	inMotif
6	0.6129919849963732	-0.38524999999999987	1	inMotif
43	0.028556399870246014	-1.4999999999987246e-05	2	inMotif
21	0.021589452453618693	0.012005000000000043	1	inMotif
22	0.3471022778557116	0.030690000000000106	1	inMotif
67	0.017726862628917754	0.008056599999999997	1	inMotif
56	0.279497737421459	-0.2797099999999999	2	inMotif
58	-0.012862893311077367	0.03686900000000004	1	inMotif
40	0.026931086729597858	0.00012900000000004574	2	inMotif
28	-0.04981128952059918	0.13259600000000005	2	inMotif
57	0.018453624202863075	0.071517	5	inMotif
41	0.0078112132149092805	0.013694999999999985	1	inMotif
66	-0.046220787336390345	0.1320699999999999	1	inMotif
39	0.05712314775216056	0.30918999999999996	2	inMotif
12	0.3703603914325513	-0.335314	4	inMotif
3	0.269709903468814	0.24349099999999999	3	inMotif
8	0.17169239970544	-0.35190699999999986	1	inMotif
8	0.06599085192621656	-0.020679000000000003	3	inMotif
11	0.006730462144735829	-0.010808999999999958	6	inMotif
11	0.038335832418664346	-0.038563000000000014	2	inMotif
13	-0.016163302718572137	-0.011886000000000063	2	inMotif
14	0.049891411719651606	-0.03385399999999994	8	inMotif
14	0.04398626899697805	-0.039564000000000044	4	inMotif
14	0.04992465335858189	-0.03773700000000002	6	inMotif
14	0.014030253727012007	-0.01228499999999999	2	inMotif
16	0.013991824073183346	-0.010197000000000012	6	inMotif
18	0.012788806561890723	-0.01794299999999993	2	inMotif
29	-0.0069745880740024815	0.02207999999999999	4	inMotif
46	0.010496878148100504	-0.0036960000000000326	1	inMotif
62	-0.17328297188376704	-0.1267507	2	inMotif
13	0.11341808075096393	-0.11835000000000018	6	inMotif
56	-0.36213527747636093	-0.27912000000000003	1	inMotif
61	-0.05502694092288292	0.033729999999999816	1	inMotif
22	-0.24536863139303217	-0.0559331	6	inMotif
16	0.0005487909468922096	1.5299999999995872e-05	1	inMotif
0	0.14822163848709308	-0.004924999999999985	1	inMotif
43	-0.10308697000506105	0.0535871	3	inMotif
43	0.07659806562558169	0.0034333000000000002	2	inMotif
9	-0.40566115018143833	-0.0013352000000000017	1	inMotif
8	0.17220699543605159	0.0018671999999999994	1	inMotif
52	0.05581985748072089	-0.04409399999999997	3	inMotif
45	0.16713170511645845	-0.27705799999999997	1	inMotif
25	-0.04894623469137005	-0.19044999999999995	3	inMotif
3	0.1887688166382634	-0.20655400000000002	1	inMotif
46	-0.012435584599187468	0.14520800000000006	9	inMotif
47	0.013660207579329401	0.07975200000000005	9	inMotif
42	-0.12942241133839374	0.160028	5	inMotif
11	-0.07933770135582972	0.10705899999999999	4	inMotif
3	0.026562953699167943	-0.016318999999999972	2	inMotif
23	-0.009847581681411425	0.009564000000000017	1	inMotif
20	-0.008682130083320416	-0.0027940000000000187	1	inMotif
3	0.07057668544139366	0.17662300000000009	3	inMotif
8	-0.0641049330376815	0.13015	5	inMotif
16	0.01606657775889809	-0.002341999999999983	2	inMotif
24	0.013547097505920437	-0.03656799999999999	1	inMotif
62	0.009746896220193537	0.03730100000000003	1	inMotif
30	0.07209511001241517	0.00031500000000006523	1	inMotif
22	0.24400563087304725	-0.36278699999999986	1	inMotif
19	0.4203881126854404	-0.7046129999999999	2	inMotif
16	-0.03246618173750856	0.08867999999999998	3	inMotif
26	0.2168937685488179	-0.15186699999999997	1	inMotif
39	-0.0042302317778468825	0.0	1	inMotif
-1	0.16071704487137276	0.0616873	4	inMotif
14	0.20262813487315293	0.027381799999999998	4	inMotif
5	-0.0719447282575896	-0.05503300000000001	2	inMotif
10	0.05314951807905452	-0.12138400000000002	1	inMotif
2	-0.11212401196445065	0.28141099999999997	2	inMotif
12	0.0005928982227162649	0.01936500000000002	3	inMotif
40	0.03635763117942611	-0.022537	2	inMotif
18	0.0633177577535512	-0.007305000000000006	1	inMotif
12	0.158697536057785	0.024269000000000013	7	inMotif
10	0.05786775085312279	0.13477299999999998	2	inMotif
0	0.10857424664640673	-0.08278300000000002	1	inMotif
19	0.0397775772463341	-0.1297397	1	inMotif
25	1.0863498236566498	-0.00027999999999983594	7	inMotif
1	0.5772547339725155	-0.02570800000000001	1	inMotif
18	-0.028768306439617662	-0.0027399999999999647	1	inMotif
8	0.04220592727186437	-0.031910000000000105	3	inMotif
1	0.033831168811796875	0.37634999999999996	1	inMotif
18	0.15177335203746178	0.164018	1	inMotif
1	0.15833962560406376	-0.006074909999999999	1	inMotif
47	0.3895090636863142	-1.1499999999997623e-05	4	inMotif
4	-0.06146742721941016	0.01252700000000001	1	inMotif
44	-0.11598687770562717	-0.11508600000000001	1	inMotif
13	-0.29057317286934475	0.548469	4	inMotif
20	-0.05887761274346411	0.008201603	3	inMotif
14	-0.04099334911299847	-0.0010948199999999998	3	inMotif
0	0.20398693041936874	0.005123139	1	inMotif
30	0.01953154178280675	-0.000110626	5	inMotif
53	-0.07601824196227988	3.799999999999984e-06	1	inMotif
34	0.06546035315160857	-0.007597999999999994	1	inMotif
33	-0.17244552418179795	-0.04793999999999987	2	inMotif
13	0.11166361872098905	0.03686400000000001	2	inMotif
47	-0.0008846488437724148	-0.34884000000000004	2	inMotif
34	0.14951586581543555	0.051140000000000185	2	inMotif
-1	0.04531692660732306	-0.14403999999999995	1	inMotif
2	0.1642771188081685	-0.045924999999999994	1	inMotif
40	0.018175712986518752	-0.0592117	5	inMotif
15	0.16147897457482432	0.051982900000000005	8	inMotif
14	-0.0037219080313058497	0.003543899999999999	3	inMotif
13	0.3156526196543168	-0.010013499999999995	8	inMotif
13	0.2689223635414459	-0.04804989999999999	7	inMotif
19	0.11687988170475228	-0.006423900000000003	6	inMotif
15	0.04782932617448139	0.011402099999999998	4	inMotif
14	-0.0967515791146014	-0.0341606	1	inMotif
9	-0.03903902502652523	-0.004615699999999997	2	inMotif
10	-0.09033480310008185	0.012126900000000003	1	inMotif
10	0.13505212012504242	0.008812	7	inMotif
7	0.10442316254505729	-0.0033797999999999988	6	inMotif
8	0.19069961617859144	0.005134599999999996	9	inMotif
7	-0.029423812509398593	0.0279579	2	inMotif
3	0.09304970561615487	0.006332400000000002	6	inMotif
1	-0.11565039484356682	0.0127677	1	inMotif
1	0.011032737231674439	0.0024185000000000005	1	inMotif
12	0.018866963760434542	0.07249000000000017	1	inMotif
31	0.24311989401529438	0.0025399999999999867	1	inMotif
56	0.0018624516357315655	-0.0035199999999999676	2	inMotif
39	-0.04553743671910058	-0.10522000000000009	1	inMotif
20	-0.023229682671024095	0.06892999999999994	1	inMotif
8	0.15219813136880792	-0.22382999999999997	1	inMotif
44	-0.096103271617105	0.052126000000000006	6	inMotif
6	0.17252863865442106	-0.12087999999999999	3	inMotif
52	-0.09487627386990966	-0.016305999999999987	1	inMotif
33	0.22060085325316056	-0.23444599999999993	1	inMotif
17	-0.08923505512548484	0.11258699999999999	3	inMotif
14	0.032774545411771126	-0.18875499999999995	4	inMotif
0	-0.03130630619193095	0.17957	1	inMotif
23	0.02808316411669915	0.029689999999999994	5	inMotif
23	0.022566608269653596	0.030010000000000092	4	inMotif
23	0.011387738370742062	0.028140000000000054	3	inMotif
10	0.042943357394955126	-0.017883999999999997	4	inMotif
25	-0.22570032533175707	0.94957	2	inMotif
38	0.355626440329874	-0.06605999999999979	2	inMotif
45	0.06543642008370784	-0.05220400000000003	1	inMotif
10	-0.19102633791346088	-0.014865900000000001	5	inMotif
54	0.1306055787837755	0.00016700000000002824	3	inMotif
3	0.025134018882064443	-0.186653	1	inMotif
66	0.2494129525693564	-0.0696657	1	inMotif
26	-0.2703287255633866	-0.044851999999999975	2	inMotif
0	0.48974382468804184	0.2970273	2	inMotif
0	0.10289581862935757	0.155086	3	inMotif
41	-0.03660343155410604	0.04088999999999987	3	inMotif
65	0.010419114516282293	-0.001793000000000003	3	inMotif
52	-0.28548541484522494	0.87233	3	inMotif
37	-0.10451471451659604	-0.05176200000000003	4	inMotif
47	0.015280308521702275	0.024008	1	inMotif
27	0.1009748983307084	-0.005525599999999999	1	inMotif
50	0.17156749060465015	-0.07955	2	inMotif
17	0.0018986148915954087	-0.019628500000000007	1	inMotif
50	0.14936169932553975	-0.011563999999999908	3	inMotif
22	-0.10619777168962412	-0.09976199999999999	2	inMotif
18	0.03433570377186204	0.029761000000000037	6	inMotif
12	-0.020405062909935868	0.06905800000000001	4	inMotif
17	-0.0021104776652762225	-0.0004959000000000005	2	inMotif
12	-0.008885705781471418	-0.005600000000000001	1	inMotif
11	-0.00428345486902509	-0.011928500000000002	1	inMotif
10	0.035856734653534596	-0.014247919999999999	2	inMotif
0	-0.09495341563451412	0.013114959999999998	1	inMotif
0	-0.09438260855418255	0.0028114299999999993	1	inMotif
2	-0.09442558410093088	-0.00034340000000000065	1	inMotif
2	-0.07827118376671335	0.00028229000000000014	1	inMotif
2	0.1376004258193467	-0.0002498600000000002	6	inMotif
3	-0.03573596930681308	-0.00035857999999999984	2	inMotif
3	0.0412173458579394	-0.00073624	4	inMotif
4	-0.04000334040475401	-0.0002670299999999997	2	inMotif
6	-0.07100893295976084	1.715999999999957e-05	1	inMotif
6	-0.03431336880632665	0.00014686999999999947	2	inMotif
10	0.06589013092536251	-0.0001354000000000008	3	inMotif
35	0.03728516839118637	-0.008472000000000035	1	inMotif
10	0.0004910238079151954	0.00016019999999999923	3	inMotif
16	0.0	-0.00011450000000000002	1	inMotif
9	0.747975556757523	-0.8854565	2	inMotif
16	-0.2305447665220953	-0.066102	2	inMotif
28	-0.41434018356437996	0.190094	1	inMotif
33	-0.07652153987919014	0.2658847	7	inMotif
1	-0.14868191520921495	0.45528759999999996	3	inMotif
59	-0.14566516024115794	0.28979999999999984	3	inMotif
42	0.02669837702050693	0.03877199999999997	1	inMotif
7	-0.26186426013832503	-0.1280102	2	inMotif
46	0.06225971532733012	0.0	1	inMotif
36	0.014554778538835404	0.009360000000000035	1	inMotif
10	-0.16655949099028775	-0.08033000000000001	4	inMotif
65	0.05577613603858542	-0.014869999999999939	3	inMotif
13	-0.481462257751307	0.9525830000000001	3	inMotif
14	0.22142929819413804	-0.089748	1	inMotif
61	-0.048438215409747784	0.07420499999999997	2	inMotif
13	0.06021970830023541	-0.041454999999999964	1	inMotif
38	0.014261093498549864	6.480000000000027e-05	1	inMotif
4	0.3448186936752471	-0.32869	1	inMotif
66	0.1482549296769884	-0.019749000000000017	1	inMotif
0	-0.17553478740952785	0.7378170000000001	1	inMotif
6	-0.4569337718191023	1.0405399999999998	3	inMotif
5	-0.701921249954602	1.095977	1	inMotif
51	-0.037621236310635985	0.02690300000000001	5	inMotif
58	0.054764589137347996	-0.11130899999999999	4	inMotif
55	0.09592495407113029	-0.03916399999999998	1	inMotif
53	0.017383954411706343	-0.03983700000000001	1	inMotif
54	0.026831370815207957	0.015730000000000022	1	inMotif
31	-0.16355106879102202	0.19869400000000004	4	inMotif
12	-0.012220835203908273	0.0005950000000000122	1	inMotif
18	0.09905203261766657	0.01480999999999999	3	inMotif
7	-0.021088401485946838	0.09185999999999961	1	inMotif
23	-0.48016460803415206	1.6427085	1	inMotif
54	-0.12641600502209083	0.07160799999999998	3	inMotif
30	0.07254486982550658	-0.0006770999999999999	2	inMotif
32	-0.10066144626829071	0.162475	5	inMotif
9	-0.0023167414022080275	-0.0068949999999999845	1	inMotif
46	-0.15254227119148617	-0.11734199999999995	1	inMotif
12	0.02742342786359903	-0.027850000000000152	1	inMotif
33	-0.08473985081408163	-0.6657429999999999	3	inMotif
57	0.28512365414356566	-0.0014199999999999768	1	inMotif
13	-0.01832348490397548	-0.19851699999999994	4	inMotif
7	-0.0002118543536733206	1.0000000000065512e-05	1	inMotif
9	0.06334258157795711	-0.5356810000000001	2	inMotif
8	0.031451678044884634	-0.615261	1	inMotif
26	-0.10801353742679135	0.025700000000000056	2	inMotif
52	0.05421709735046329	-0.01568000000000014	3	inMotif
5	0.29358242003257023	0.050239000000000006	2	inMotif
27	0.1333750552103989	-0.004943999999999976	1	inMotif
38	-0.14946281872390318	-0.019237000000000004	1	inMotif
48	0.040324918190015824	0.009848999999999997	4	inMotif
6	-0.051019886364816726	-0.124058	5	inMotif
43	-0.002961094137112246	0.06274599999999997	1	inMotif
31	0.1815574498978273	0.08649300000000004	1	inMotif
0	0.330557255224665	-0.6842169999999999	4	inMotif
66	0.49984372525340864	-0.19767300000000004	1	inMotif
33	0.4832343697673524	-0.6185699999999998	2	inMotif
45	0.003156822127632574	-0.005428000000000044	2	inMotif
38	-0.010368855310601015	1.0000000000010001e-05	3	inMotif
