distance 	 log(kDRatio) 	 DDG 	 deltionSize 	 bindSite 
46	0.437002513253099	-0.06649999999999956	7	outOfMotif
46	0.016929123609763612	0.10728999999999989	4	outOfMotif
38	0.09010564433946715	0.14071999999999996	1	outOfMotif
24	0.07712134466098473	-2.22835	1	outOfMotif
18	-0.0454936200899958	0.1886600000000005	1	outOfMotif
41	0.08827082053332101	0.08916999999999997	1	outOfMotif
11	0.19162594696000537	0.006604000000000054	1	inMotif
44	-0.037649263075480596	-0.011310599999999997	1	inMotif
50	0.317538926642926	-0.0033399999999998986	6	outOfMotif
48	0.017427241427059672	-0.007210000000000161	3	outOfMotif
5	0.2913962707143303	-1.96333	1	outOfMotif
51	-0.1859490649063008	0.09136600000000006	1	outOfMotif
38	0.22450341923542444	-1.1114599999999997	3	outOfMotif
16	-0.298244175272912	1.0047900000000003	2	outOfMotif
51	-0.298244175272912	-0.15436599999999995	2	inMotif
1	0.03422651562994887	0.70513	1	outOfMotif
15	0.03422651562994887	-0.09285400000000002	1	inMotif
37	0.21172498385345132	0.07752999999999988	3	outOfMotif
35	0.013040597108188223	1.1341999999999999	3	outOfMotif
9	-0.058639400252808664	-0.47178999999999993	1	outOfMotif
7	-0.058639400252808664	-0.3397800000000002	1	inMotif
30	-0.07177653684563996	-0.11350499999999997	2	outOfMotif
48	-0.8686171876838434	-0.0014915400000000004	1	outOfMotif
36	0.07168089884907354	0.9741173900000001	6	outOfMotif
8	-0.0024052816873555327	0.0051193	1	outOfMotif
47	0.00029054978060001814	0.00014900000000001024	1	outOfMotif
16	0.16408645603017413	-0.670204	2	outOfMotif
1	0.025491006553587037	-0.10744100000000001	2	outOfMotif
-1	1.1677237917317695	-3.84947	10	outOfMotif
63	1.1677237917317695	-0.004849999999999355	10	outOfMotif
-1	0.0005757972727698578	-0.0018400000000000638	2	outOfMotif
0	0.0027141039930982346	0.14287499999999997	4	outOfMotif
1	-0.05797592627970894	0.16544000000000003	3	outOfMotif
1	-0.3689371098676717	0.765269	1	outOfMotif
48	-0.3689371098676717	-0.01352399999999998	1	outOfMotif
5	-0.012656686952293878	-0.07846399999999998	5	outOfMotif
44	-0.012656686952293878	0.0005189999999999362	5	outOfMotif
7	0.051481663615811926	-0.107765	5	outOfMotif
60	0.051481663615811926	0.0003399999999995629	5	outOfMotif
7	0.10733738839653734	-0.130635	6	outOfMotif
60	0.10733738839653734	3.677756	6	outOfMotif
8	-0.07199332831351846	0.063556	2	outOfMotif
45	-0.07199332831351846	-5.765212	2	outOfMotif
8	0.05546530286417283	-0.12994700000000003	5	outOfMotif
59	0.05546530286417283	-0.00710999999999995	5	outOfMotif
9	0.12161371469602751	-0.11114099999999999	5	outOfMotif
58	0.12161371469602751	-0.004980000000000651	5	outOfMotif
9	-0.09544213212760085	0.08627999999999997	2	outOfMotif
44	-0.09544213212760085	-0.040767999999999915	2	outOfMotif
10	-0.014578435347696062	0.07448999999999995	3	outOfMotif
54	-0.014578435347696062	4.401342	3	outOfMotif
11	-0.046106349296326635	0.06267	2	outOfMotif
54	-0.046106349296326635	0.11015999999999959	2	outOfMotif
15	0.23539373925061458	0.0009899999999998244	5	outOfMotif
52	0.23539373925061458	0.09067000000000025	5	outOfMotif
6	-0.011877649448382648	-0.8901700000000003	1	outOfMotif
54	0.056568051143248	-0.012769999999999726	3	outOfMotif
56	-0.1161200626923497	-0.05913999999999975	1	outOfMotif
39	0.2647955198926264	-0.003009999999999957	4	outOfMotif
54	0.18302987842184382	0.0003700000000002035	1	outOfMotif
53	0.033691943890434416	-0.01285000000000025	1	outOfMotif
38	0.03729023282759306	-0.00022999999999995246	2	outOfMotif
39	0.01057851131890747	-0.0005599999999998939	1	outOfMotif
35	0.027283321426105334	-1.0000000000065512e-05	3	outOfMotif
38	0.029788430930039404	0.0006299999999999084	1	outOfMotif
34	-0.008613723020222598	0.0020700000000000163	1	outOfMotif
23	0.023360573045869526	0.16724000000000006	2	outOfMotif
21	0.01619200559245961	-7.00000000000145e-05	2	outOfMotif
-1	-0.026307474709763613	-0.08850999999999987	1	outOfMotif
52	-0.023442773624327194	-1.62411	2	outOfMotif
35	0.02918614892390208	-0.016624000000000083	1	outOfMotif
30	0.2805418259856301	-2.04133	5	outOfMotif
25	-0.018417182333641743	-0.5846299999999998	2	outOfMotif
38	-0.06010461233034836	0.01285000000000025	1	outOfMotif
35	0.06055582341232722	0.015229999999999855	2	outOfMotif
20	0.05880304163000598	0.01662000000000008	2	outOfMotif
