distance 	 log(kDRatio) 	 DDG 	 deltionSize 	 bindSite 
52	-0.02096542679399754	0.03325270000000001	1	inMotif
28	0.47683226699742	-0.243599	5	inMotif
-1	0.020026460362763294	0.035747600000000004	1	inMotif
2	-0.4259240815634965	1.2577	2	inMotif
15	-0.005039080006205915	-0.00041000000000002146	1	inMotif
2	-0.07124534718997864	0.064581	1	inMotif
3	0.23170287294424402	-0.11491600000000002	4	inMotif
28	-0.04180821143215738	-0.184521	1	inMotif
14	0.006183802965300334	-0.629093	1	inMotif
-1	1.4122617233193013	0.26193	8	inMotif
5	-0.4937863195723926	0.19597599999999998	1	inMotif
0	0.33012639581984626	1.1643364	7	inMotif
-1	0.054320768116112514	0.043515000000000026	1	inMotif
22	-0.039946522508134845	0.08921399999999999	5	inMotif
3	0.11212431289880946	0.05457719999999999	4	inMotif
19	-0.0038061801977305057	0.01038738	2	inMotif
5	0.1080125047119815	-0.07021527	2	inMotif
5	-0.06510391438621935	0.0856972	1	inMotif
10	-0.039517981778487365	0.07725712000000001	1	inMotif
7	-0.05369533268685476	0.00956917	1	inMotif
4	0.22028607581799123	-0.00044249999999999997	3	inMotif
4	-0.00041872178440701806	0.00021934500000000002	3	inMotif
5	-0.11581663638788182	0.00021743800000000003	1	inMotif
47	0.060247177778462224	-0.0011399999999999189	1	inMotif
29	-0.2973854815171359	-0.0044422	2	inMotif
2	-0.05939976242711665	-0.36026499999999995	2	inMotif
15	-0.051232582551668	0.051566999999999974	7	inMotif
19	-0.8401603611292827	1.3170888	4	inMotif
15	-0.008753166901157006	-0.16555399999999998	4	inMotif
0	0.25689318039233094	0.022867200000000004	4	inMotif
4	0.24908587488574274	0.025955200000000005	3	inMotif
1	-0.6191690307736661	0.8821270000000001	2	inMotif
39	-0.13938126526717187	-0.0009765999999999941	3	inMotif
14	0.0005342933199125506	0.0002365100000000001	1	inMotif
12	0.0032033027167554036	-0.01952359	1	inMotif
9	0.18329409252764653	-0.01472857	4	inMotif
2	0.7801388407652389	-0.2548104	9	inMotif
42	0.0015926790250737459	-0.0008868999999999995	1	inMotif
46	0.014615714198750596	0.09912699999999999	1	inMotif
27	-0.08923882325990895	-0.0012302000000000007	4	inMotif
1	0.07786199451514055	-0.246807	1	inMotif
43	0.000886112867312651	4.399999999998849e-05	2	inMotif
4	0.2872865999581185	-0.407892	2	inMotif
26	0.19113167139917261	0.02594570000000001	3	inMotif
12	0.18296679507086563	0.480143	1	inMotif
0	0.8900003059863184	-0.086335	9	inMotif
6	-0.06796804414415443	-0.014358500000000003	1	inMotif
9	-0.01474686476833093	0.0147552	2	inMotif
10	0.060176816178977716	0.10752909999999999	5	inMotif
49	0.3245140800386478	-0.21080999999999994	1	inMotif
58	0.007026911844873779	-0.16622000000000003	1	inMotif
46	-0.014475161114229694	0.0029850000000000015	1	inMotif
29	0.03171001637166167	-0.06841699999999998	1	inMotif
5	0.3672765545315424	-0.37486200000000003	5	inMotif
2	0.08975339284481267	0.0004039999999999877	1	inMotif
47	0.0010199032673324643	7.600000000010376e-06	3	inMotif
51	-0.0031486254043353416	0.0	1	inMotif
41	-0.08829661401053776	0.002190999999999943	3	inMotif
20	-0.4320353086862136	-0.007029999999999981	1	inMotif
32	-0.0810472321841857	0.015182999999999947	3	inMotif
24	-0.0004533492895261686	-0.0022125300000000007	2	inMotif
15	0.03080342371432975	-0.034686999999999996	1	inMotif
4	-0.07823798314839402	0.0196268	1	inMotif
0	-0.11337122017446288	0.15023029999999998	1	inMotif
1	-0.12155638284983988	0.06636799999999998	1	inMotif
17	0.07216851977400236	0.14530171	6	inMotif
18	-0.023564014839743838	0.14372279000000002	4	inMotif
18	0.19096596863144719	-0.235764	1	inMotif
24	0.1353203322374837	-0.11935399999999999	9	inMotif
31	0.14827779495264384	-0.10780800000000001	1	inMotif
47	-0.1415523145308029	0.10849	4	inMotif
53	-0.0059008930546319135	0.004971000000000003	1	inMotif
22	-0.16569874731431272	0.378666	5	inMotif
6	0.044660364984094286	0.0025350000000000095	1	inMotif
4	-0.19690696212673053	0.02698500000000001	1	inMotif
-1	0.02025889068621744	-0.0406648	1	inMotif
26	0.024837538616411404	-0.0018043499999999997	5	inMotif
50	-0.42931783499789805	0.19522500000000004	3	inMotif
32	0.06894202857288388	-0.10908899999999999	1	inMotif
12	0.361297068302843	-0.946999	1	inMotif
3	0.10594580432428202	0.3385275	2	inMotif
23	0.016109678670826643	0.20275699999999997	6	inMotif
29	0.3249967528727533	0.042306999999999984	1	inMotif
26	0.03767357635582277	-0.00525999999999982	1	inMotif
17	-0.06197600516750847	-0.010599000000000025	1	inMotif
0	0.3125362068967403	-0.27112	3	inMotif
2	-0.006482329704748803	-0.005760199999999998	1	inMotif
34	-0.058973758059789765	0.004476500000000001	2	inMotif
36	-0.03290026167283883	0.010162400000000002	1	inMotif
43	-0.012718955961455248	0.02050799999999997	1	inMotif
46	0.0	0.001928000000000013	2	inMotif
36	0.002429982393203083	0.005428000000000016	10	inMotif
44	0.06298275053627603	0.03414500000000001	8	inMotif
2	0.23861893794312877	-0.289036	5	inMotif
1	0.21153060560424267	-0.265602	1	inMotif
21	-0.26318889011600827	0.25359	4	inMotif
8	0.09453759016269901	0.029326999999999992	3	inMotif
4	0.2147717997944056	-0.114597	4	inMotif
5	0.08691253085672472	-0.185297	3	inMotif
6	-0.15156928052328808	-0.030765	1	inMotif
-1	0.006645894179362208	-0.078675	2	inMotif
3	0.32417448560338474	-0.3280832	4	inMotif
25	-0.001642957011336961	0.016346	2	inMotif
10	0.05081125805245914	0.0845871	3	inMotif
66	-0.17367019444615403	-0.004630999999999996	2	inMotif
66	0.016547932378791038	0.06025899999999998	2	inMotif
52	-0.030786269483721658	0.01144400000000001	3	inMotif
50	0.17145178106634756	-0.22935100000000008	2	inMotif
49	-0.05887824414813048	0.16609099999999993	1	inMotif
0	0.353644827387329	-0.18491500000000005	3	inMotif
8	0.2731809347525173	-0.7183010000000001	4	inMotif
11	-0.03296240629762576	-0.059195999999999915	2	inMotif
15	0.43908533160432717	-0.49043900000000007	1	inMotif
28	-0.025399913866781754	0.028635000000000008	1	inMotif
26	0.10924593914621585	-0.043179999999999996	1	inMotif
10	0.020275832874826434	0.22222000000000008	9	inMotif
19	0.11250930853965285	-0.08339000000000008	2	inMotif
34	0.10678101899196234	0.04308000000000001	1	inMotif
1	-0.9140066946525128	0.7484770000000001	1	inMotif
-1	0.15615938377450664	-0.16671000000000002	1	inMotif
3	-0.23262977792904344	-0.029881000000000046	3	inMotif
47	0.2722488724003467	-0.53383	1	inMotif
46	-0.07169552429956824	0.03166730000000001	1	inMotif
26	-0.002022244244081539	-0.0035400000000000015	2	inMotif
0	-0.39874487763703115	0.38834	4	inMotif
55	-0.07603542138828183	-0.00018999999999991246	2	inMotif
1	-0.03847008914403936	0.08199000000000001	1	inMotif
20	0.034843919781119795	0.0015330000000000066	1	inMotif
38	0.019347759222364938	0.01544000000000012	1	inMotif
46	-0.04897859445741796	0.021658999999999984	3	inMotif
64	-0.088388327455211	-0.009641999999999984	2	inMotif
65	-0.29168966826575704	-0.0089074	2	inMotif
64	0.08117268006872336	0.0009612999999999983	2	inMotif
63	0.012589110828627278	0.0020639999999999964	1	inMotif
56	-0.14809224994911027	-0.013095999999999997	1	inMotif
55	0.0348912565685628	0.005226000000000008	1	inMotif
44	-0.3381376312815514	-0.05692600000000003	6	inMotif
50	0.13698837015814397	0.023139999999999994	4	inMotif
39	0.08916226522970648	-0.13170000000000004	6	inMotif
35	0.03561051359372324	0.027208999999999983	4	inMotif
28	-0.3555915980366667	0.07523099999999999	4	inMotif
27	0.03343490348080727	-0.004788999999999988	4	inMotif
19	-0.0532022101687214	-0.12371499999999996	6	inMotif
24	-0.06472858459705678	-0.09560099999999999	1	inMotif
18	0.04252135538112601	-0.095086	5	inMotif
22	0.15119771630948342	0.028386999999999996	7	inMotif
19	-0.09902556931133773	-0.06371699999999997	2	inMotif
20	-0.19277699445495775	-0.11937900000000001	1	inMotif
19	0.15165027208990406	0.040491	5	inMotif
17	0.04467172676045513	-0.003131999999999968	2	inMotif
19	-0.19044145326975143	0.11387600000000003	6	inMotif
18	0.04042099901170329	0.04550900000000002	3	inMotif
18	0.021181791268304488	0.04029900000000003	1	inMotif
17	0.016084478699722397	0.019905000000000006	1	inMotif
17	-0.002828316712259266	-0.0015939999999999843	2	inMotif
17	0.4444927102508801	0.12839700000000004	10	inMotif
11	0.04617931808724033	0.086645	4	inMotif
15	0.05375652113582899	0.08829100000000001	1	inMotif
9	-0.06476795908087823	0.07880299999999998	5	inMotif
13	0.43004120923438044	0.206542	9	inMotif
12	-0.08397432363264275	0.06757699999999997	1	inMotif
11	0.01298641555768755	0.08085400000000001	2	inMotif
11	0.057317854707467836	0.06965100000000002	1	inMotif
3	0.09195896818160351	0.10060199999999997	2	inMotif
11	0.05887483533147967	0.27980299999999997	4	inMotif
11	0.09841420344924015	0.35893499999999995	6	inMotif
0	-0.05992320572590088	-0.127442	1	inMotif
13	0.09800689513668807	0.25407899999999994	4	inMotif
-1	-0.02820295236689597	0.578674	1	inMotif
0	0.5827739434214474	-0.39581099999999997	10	inMotif
0	0.32189333057975744	-0.16065600000000002	4	inMotif
1	0.08839217698856444	-0.09492100000000003	2	inMotif
23	0.0	0.547034	10	inMotif
26	0.4780845486872159	-0.22708400000000006	4	inMotif
16	0.02113262994899748	-0.00572969999999999	1	inMotif
42	0.17372778146240073	-0.24012	1	inMotif
31	-0.15049131676823013	0.21493099999999998	4	inMotif
1	0.08612056720997856	-0.04389199999999993	5	inMotif
4	0.04049948830581345	0.36207999999999996	1	inMotif
8	-0.5280825066968164	0.4199530000000001	4	inMotif
5	0.09410566653704318	-0.14137600000000006	4	inMotif
1	0.02664488318258093	0.03798999999999997	1	inMotif
12	-0.1750740393202566	0.3217851	1	inMotif
52	-0.19863576485713885	-0.016024999999999998	5	inMotif
27	0.051476364324551466	-0.004681000000000005	1	inMotif
26	0.07962309821712846	-0.0029087	1	inMotif
3	0.030258274728480902	-0.022116000000000025	3	inMotif
57	0.038631522602832744	0.007055000000000006	1	inMotif
10	0.19423249812792817	-0.005771600000000002	2	inMotif
12	-0.022704397041769894	0.00012209999999999999	1	inMotif
10	-0.06141684824771527	0.025520300000000003	1	inMotif
6	0.25269032187276347	-0.0042876999999999985	4	inMotif
9	-0.0627975924899677	-0.0014839999999999992	1	inMotif
3	-0.2095844287207181	0.026942999999999995	2	inMotif
5	0.16683824650482468	0.3097918	2	inMotif
8	0.06263027195075355	0.0013809999999999933	2	inMotif
5	0.05362748155257386	-0.2948841	2	inMotif
-1	-0.12494132203592766	0.18609599999999998	3	inMotif
11	0.09033996200034333	0.014462000000000003	1	inMotif
8	0.33650719362729764	-0.46584699999999996	4	inMotif
18	-0.09119782228237723	-0.1240922	5	inMotif
25	0.052164685029085736	0.0003852000000000022	4	inMotif
44	0.18284344824486484	-0.014511200000000002	3	inMotif
3	-0.6027058232381856	0.712251	5	inMotif
3	0.32030340538756347	-0.3938467	4	inMotif
13	-0.010801054404706134	-0.19745000000000013	4	inMotif
29	-0.05790877775644374	-0.07951600000000003	4	inMotif
32	-0.03798450012692732	-0.0004709999999999992	2	inMotif
47	0.06542985006350294	0.02461599999999997	4	inMotif
56	-0.06639264129353867	0.06349999999999989	2	inMotif
36	-0.01437262792557385	0.85666	5	inMotif
37	0.2713834964146103	0.05344899999999997	1	inMotif
7	-0.10451714748327427	0.159902	1	inMotif
31	-0.025787998902549174	0.018135099999999998	1	inMotif
31	-0.0018679132646823142	-0.0002517700000000001	4	inMotif
24	-0.010653200091368999	-0.00046157999999999963	2	inMotif
13	0.008458811520218126	-0.00192261	1	inMotif
12	0.05782189453358309	-0.00199127	2	inMotif
10	0.220510448277117	0.0154228	5	inMotif
0	0.15740660982326787	-0.00802231	4	inMotif
0	0.04753561600510734	-0.004314429999999999	2	inMotif
0	-0.0012480396946482038	0.0008697499999999999	1	inMotif
14	0.08727792452365758	0.262814	5	inMotif
14	0.04425686771904388	-0.1096363	4	inMotif
2	0.1609045754814823	-0.03195400000000004	2	inMotif
7	0.031034146158704024	0.036772	2	inMotif
51	-0.0013954733212272854	-0.00026500000000007073	5	inMotif
55	0.025767969226280264	-0.00012000000000000899	1	inMotif
4	0.12222913595243315	-0.018684400000000004	3	inMotif
5	0.12100012164160016	-0.0003738999999999999	6	inMotif
6	-0.0881168872732735	0.01810078	1	inMotif
-1	-0.046520743087877466	0.004655799999999998	2	inMotif
1	0.12792727177410143	-0.0017814700000000003	3	inMotif
4	-0.12490438808449898	-0.0020827999999999992	1	inMotif
16	0.014258221610913056	-0.0024414299999999996	1	inMotif
32	-0.002435185374531204	-7.599999999999968e-06	1	inMotif
39	0.060794231873133264	-0.022165999999999964	1	inMotif
22	-0.018965611654899205	0.08268700000000001	1	inMotif
9	0.05889598643859066	-0.011517999999999917	4	inMotif
39	-0.031560518197225745	0.10739199999999999	4	inMotif
28	0.223119717438812	0.0030850000000000044	2	inMotif
60	0.03911240331461678	-0.10757800000000006	1	inMotif
53	-0.017893904768791446	-0.007721000000000006	1	inMotif
52	-0.5392859031384899	0.23346	1	inMotif
48	0.18213855566105594	0.00600999999999996	1	inMotif
53	-0.04871440045525257	0.006030999999999995	1	inMotif
33	-0.06889205255139504	0.169804	3	inMotif
20	0.005451954541793759	-0.013436999999999977	2	inMotif
20	-0.25928355347205884	0.08526299999999998	1	inMotif
6	-0.2718328492988635	0.0955658	2	inMotif
-1	0.17358705886123937	0.027583999999999997	1	inMotif
1	0.19248650461097444	-0.046359999999999985	6	inMotif
0	-0.045384961059987315	-0.016101800000000006	3	inMotif
1	-0.17437605421873686	-0.009998300000000002	1	inMotif
2	-0.031962940627982175	0.0568732	1	inMotif
3	0.05285421335219423	-0.0028648999999999966	1	inMotif
0	-0.06316269566509511	0.013176400000000005	2	inMotif
28	-0.007246167704831595	-0.0005264999999999992	3	inMotif
18	0.0008786808486807472	-0.0008469999999999867	1	inMotif
0	-0.08259581741284881	0.089619	1	inMotif
-1	-0.31227163431101895	0.47072600000000003	1	inMotif
58	0.021371046754869543	-0.0929239999999999	1	inMotif
1	0.07225176041416707	-0.19810099999999997	1	inMotif
4	0.14784517844080589	0.21733099999999997	1	inMotif
5	0.21641140551727228	-0.012056000000000011	8	inMotif
53	0.08055375378515689	-0.0327835	1	inMotif
4	0.30560314796086707	-0.3044583	1	inMotif
7	-0.0043217046317597695	0.0006943000000000001	1	inMotif
1	-0.003611484957922738	-0.0002021999999999996	1	inMotif
-1	0.12518086310484766	-0.0016936999999999994	2	inMotif
4	0.16413010547920223	-0.012403500000000005	4	inMotif
45	0.005856302782305699	-0.0005092000000000013	1	inMotif
0	0.032162919365255956	0.066944	1	inMotif
16	0.32511433953712304	-0.26550300000000004	1	inMotif
47	-0.0021701217886759294	0.0031969999999998944	1	inMotif
18	0.033744005130282625	0.11700900000000003	6	inMotif
19	-0.020493979813556572	-0.25870000000000015	1	inMotif
10	0.13294530952052536	-0.01657900000000001	2	inMotif
0	0.11229527654494695	-0.012222999999999984	1	inMotif
59	0.012471779547371852	0.0018577600000000008	2	inMotif
57	-0.0028967851440794747	0.00040817000000000023	4	inMotif
53	0.0	-1.8999999999998185e-05	4	inMotif
57	0.008652520830672519	0.0002250699999999991	2	inMotif
54	-0.014375825794500021	4.580000000000209e-05	1	inMotif
55	0.0	-0.006889350000000001	4	inMotif
27	-0.06928600547330858	-0.0028304999999999997	6	inMotif
27	-0.019549508680849342	0.00017550000000000204	2	inMotif
24	0.10246272019320958	-0.00012780000000000083	4	inMotif
23	-0.0005326068309728355	-0.006318999999999998	2	inMotif
-1	0.10520838755689337	-0.11824596	1	inMotif
8	-0.0034873693527329645	0.15366000000000013	4	inMotif
14	-0.9168376897488212	1.849329	3	inMotif
16	0.09841979642057705	-0.02967000000000003	1	inMotif
10	0.10054791282070702	0.29214399999999985	10	inMotif
30	-0.031014461144217652	-0.006024999999999947	1	inMotif
46	0.16220474100850113	-0.103923	3	inMotif
52	0.12239006530808944	0.02690300000000001	1	inMotif
10	-0.35757337507751763	0.38322900000000004	1	inMotif
2	0.14073536716334975	-0.04394519999999999	1	inMotif
1	-0.1334787863278357	0.006931300000000001	1	inMotif
2	0.07195722036533649	0.12937700000000002	4	inMotif
54	0.05811024510814569	-0.06266799999999995	1	inMotif
14	0.010378275270615684	0.003858000000000028	2	inMotif
56	-0.3405085895182948	0.8668399999999998	1	inMotif
23	-0.026753909354431962	0.04542199999999996	2	inMotif
50	0.2199958144880667	0.04739300000000002	6	inMotif
2	0.04821029297586073	-0.21758280000000002	5	inMotif
35	0.591038209009728	0.0410299999999999	2	inMotif
40	0.12186808373431966	0.07198299999999991	1	inMotif
12	0.10812205524138581	-0.18661300000000003	1	inMotif
34	-0.0447997957248439	0.00827	3	inMotif
1	0.3247690923201523	-0.22860899999999995	4	inMotif
22	0.18828679064018705	-0.603035	1	inMotif
64	-0.10727022020375185	-0.0038719999999999866	1	inMotif
66	0.13728513336316284	-0.0547142	1	inMotif
12	0.13109598618339027	-0.028802999999999995	1	inMotif
2	0.11693305850544604	-0.0006599999999999939	2	inMotif
19	0.035514163869597645	-0.2122952	2	inMotif
44	0.0035966308312166445	0.0058975	1	inMotif
47	0.018252497115248508	0.00029754	1	inMotif
19	-0.024552237135228718	0.0021210000000000014	5	inMotif
11	0.0529174089217013	-9.919999999999721e-05	2	inMotif
2	0.6220701172844417	-0.0005645750000000001	10	inMotif
9	0.0663960505877206	4.200000000000037e-05	1	inMotif
3	0.07294993261530967	-0.0009139999999999981	1	inMotif
0	0.001885060703024133	-0.0389998	1	inMotif
14	0.026108005037321858	-0.0205459	10	inMotif
16	0.0	0.005485500000000001	2	inMotif
42	0.006277881537717852	-0.004825600000000001	1	inMotif
9	0.22840661845643986	0.04349000000000003	2	inMotif
0	0.05265704476696151	-0.0014990000000000003	5	inMotif
4	-0.01253244123843009	-0.02248	3	inMotif
12	0.11073296967266565	-0.13506900000000002	1	inMotif
9	0.0631283184353688	0.025295000000000012	3	inMotif
25	-0.022485185844898	0.001917000000000002	1	inMotif
21	0.0034750422464539894	-0.0019469999999999765	1	inMotif
7	-0.05394233003378123	0.05347099999999999	3	inMotif
19	0.011513090979059719	0.31870699999999996	2	inMotif
17	0.0010249900291053346	0.047733000000000025	1	inMotif
35	0.09465207570209877	-0.015657000000000032	3	inMotif
47	0.14520356392900258	-0.02371799999999996	6	inMotif
42	-0.12068087144197788	0.20079699999999995	1	inMotif
35	0.028416363891605727	0.44751399999999997	2	inMotif
17	-0.05169311444030837	0.10584299999999999	1	inMotif
48	0.16962368402354394	0.03448499999999999	1	inMotif
19	-0.9129548772125662	1.38167974	10	inMotif
12	0.03355458115278045	-0.0003700254	1	inMotif
-1	0.445220375572794	-8.010800000000001e-05	6	inMotif
9	0.13746327608237785	-0.0004119876	6	inMotif
-1	0.14765174395951566	-0.00040817269999999996	6	inMotif
23	0.011233537582082533	-0.000526428	6	inMotif
24	0.0035968588881955138	-0.0008926350000000001	5	inMotif
24	0.0	0.0004272465	2	inMotif
29	0.0	-7.628999999999991e-06	1	inMotif
33	-0.000513769773886615	-3.815000000000003e-06	1	inMotif
37	-0.00025888126484560967	-3.815000000000003e-06	2	inMotif
42	0.0005154978448646695	3.815000000000003e-06	4	inMotif
22	-0.015070347627194088	-0.14080800000000004	1	inMotif
5	0.23639101036192572	0.163227	3	inMotif
21	-0.055080086933182094	-0.013971999999999984	1	inMotif
22	0.1813616967300551	-0.551403	5	inMotif
0	-0.012259094580187207	0.010661999999999998	1	inMotif
0	0.10583760193257352	-0.011953999999999992	1	inMotif
2	-0.011150168602117969	-0.0931623	1	inMotif
27	0.28071637873319066	-0.375838	5	inMotif
5	0.01569612728021939	-0.2615989999999999	4	inMotif
24	-0.10831196896864147	0.3961699999999999	1	inMotif
30	-0.0007636396061164201	0.016389999999999905	2	inMotif
5	0.005897684371361367	-0.170242	1	inMotif
35	0.12232642666225599	6.0000000000060005e-06	4	inMotif
16	0.04194253055362829	-0.0028970000000000107	4	inMotif
15	0.012776857038264594	-0.010499999999999982	1	inMotif
11	0.014966144065970357	0.006662000000000001	1	inMotif
9	0.02807576818007944	0.08930399999999997	1	inMotif
11	0.07696696366236787	0.005657000000000023	1	inMotif
15	0.04353999576829876	0.06742999999999999	1	inMotif
45	0.16934634166903964	-0.46323899999999996	1	inMotif
61	-0.04194036791384911	0.02777199999999999	1	inMotif
57	0.13032822322728846	-0.020802	1	inMotif
34	0.10134977636525276	-0.09293000000000018	1	inMotif
23	0.07530494960928147	0.0032960000000000073	3	inMotif
7	0.04111301423428473	-0.050206	1	inMotif
16	-0.07797974794440808	0.04583699999999999	1	inMotif
5	0.3050872823427	0.034689399999999995	6	inMotif
3	-0.05419880612016972	0.0060271999999999964	1	inMotif
15	0.10967684103262743	-0.012372999999999995	1	inMotif
29	-0.20268656229602786	0.13282600000000003	6	inMotif
31	-0.018169152743581395	0.0664652	4	inMotif
26	0.2280855717149497	-0.636906	2	inMotif
26	0.051930826445404206	-0.085068	4	inMotif
66	-0.4337390931543278	-3.899999999997655e-06	1	inMotif
0	0.12887519394578115	-0.06480099999999997	1	inMotif
12	0.04396627622553682	0.15107500000000001	1	inMotif
60	-0.0024909845805539768	0.0029710000000000014	1	inMotif
22	0.7730346647112851	-1.249486	4	inMotif
2	-0.21084522185068943	0.47292600000000007	1	inMotif
0	0.019750869213785726	-0.293331	1	inMotif
3	-0.16824492571012356	-6.999999999979245e-06	4	inMotif
37	0.009252542070822713	0.0	1	inMotif
33	0.09722724470601855	0.004592000000000013	1	inMotif
58	0.05913565551185075	0.009850000000000136	4	inMotif
55	-0.06131596616904132	0.4650099999999999	3	inMotif
52	-0.05976398886591163	0.43876000000000026	4	inMotif
13	1.2538306688657315	-0.15454999999999997	5	inMotif
44	0.0013582973708507013	-0.0006140000000000034	5	inMotif
17	0.08816196932564485	0.16792000000000007	5	inMotif
33	0.07954952969852955	0.3734259999999999	2	inMotif
34	0.005541183926479316	-0.547577	1	inMotif
42	0.043614017552283516	8.000000000008e-06	1	inMotif
6	0.5425732705942042	-0.271193	4	inMotif
0	-0.14486243879009444	0.083368	1	inMotif
12	0.07500388346824247	-0.055280000000000024	1	inMotif
15	0.037174535775143104	0.01457	10	inMotif
18	0.037042963478945874	-0.05773299999999999	1	inMotif
18	-0.008753400086438521	0.003100999999999965	1	inMotif
24	0.10872270194917792	-0.375163	2	inMotif
58	-0.009912089070914966	-0.008106500000000003	1	inMotif
61	0.5423977880974167	-0.889232	3	inMotif
10	-0.021607430946332336	0.17037600000000003	1	inMotif
24	-0.1302573291726726	0.55332	5	inMotif
22	-0.14897569392225896	-0.097508	2	inMotif
14	-0.003595367198685745	0.010041999999999995	1	inMotif
47	-0.010638211267786368	-0.021719000000000016	1	inMotif
42	0.03655691887543163	-0.2328309999999999	2	inMotif
29	0.16211837369954846	0.008707000000000006	2	inMotif
12	-0.01651111029286828	0.008272000000000002	3	inMotif
11	0.007199094403745953	0.009161000000000002	1	inMotif
3	-0.1810437336641785	0.24496199999999999	3	inMotif
1	0.058982984959799874	-0.07286999999999999	1	inMotif
3	-0.22363906540205006	0.33115000000000006	2	inMotif
3	-0.05937097775858465	0.10039700000000007	3	inMotif
9	0.1328885706624164	-0.004015000000000005	2	inMotif
0	0.08470102663789096	1.159786	1	inMotif
29	0.1256994547194685	0.260274	5	inMotif
13	0.05764160004016785	-0.08519199999999999	4	inMotif
26	0.5786409781717363	-0.830248	7	inMotif
0	0.12997640135152894	-0.038683300000000004	1	inMotif
9	-0.046070655283388884	0.09090299999999998	1	inMotif
37	-0.0989043555818588	0.015898999999999996	8	inMotif
25	0.13314961544335466	0.0304035	1	inMotif
47	-1.137780924334799	1.093597	1	inMotif
23	0.12908766199312147	-0.028370000000000006	1	inMotif
24	0.04244330751534169	-0.009334000000000009	1	inMotif
30	0.3634513136113771	-0.480175	1	inMotif
11	0.04916366622435333	-0.11218629999999999	1	inMotif
38	-0.012544182923731582	-0.004744000000000026	1	inMotif
26	0.08184270560889145	-0.018189999999999984	1	inMotif
8	-0.009608464549583256	-0.108715	1	inMotif
1	-0.13023311173882565	0.12698	1	inMotif
-1	0.14205286008860468	0.0082169	2	inMotif
