# position global 1dels 2dels 3dels 4dels 5dels
28 0.00019648903535428842 0.0006892677879599115 0.002279060434575074 -0.005707071047325532 -0.005168394692661821 -0.0030569697877997773 
29 0.0004024682207916402 0.0009295199937190234 0.003819562845529816 -0.005621570447960254 -0.005345865647731465 -0.004143322840665071 
30 0.0004362349360814134 3.9737245254961145e-05 0.004347137890525233 -0.005804241256943801 -0.00347909532849258 -0.0010831269589875983 
31 0.000384248147409718 -0.00014587156686147028 0.0032283032096816055 -0.00389477858836657 -0.0004313034690278528 -0.00258606511269762 
32 4.415681941120133e-05 -0.00035730818451776335 0.0028698852304028842 -0.0030132527566588147 -0.000304747985672934 -0.0017365459251937438 
33 -4.2424066310032076e-05 8.377467249092434e-05 0.003069101722114526 -0.0012149322946696055 -0.0018294648026538326 -0.004124411114544175 
34 0.00040440817388591184 0.0004892290368486176 0.0022903713719100672 -7.350653662210812e-05 -0.002665651734929789 -0.00012113265199873128 
35 0.000300620338126507 0.0003231946016347265 0.0013136898724715356 -0.0011034029452205044 -0.0013129237491264817 0.004417175277573341 
36 0.0005287022097199725 0.001211346914420607 0.0010471536833816164 -0.0013409879516647037 -0.001339013462651904 0.008319275283226717 
37 0.0006120413720503818 0.0019980630005114216 0.0008290842515176844 -0.0014909881976852971 -3.745479628533771e-05 0.004615364832646188 
38 3.2385326679529866e-06 0.0017710228471843426 1.5098217153332176e-05 -0.0031447079620804054 -1.3212384632304619e-05 0.0032909861593356337 
39 0.0002326478473954294 0.0021664473377368933 -0.0009039630593947726 -0.0014934647559721854 0.0003398603936068801 0.0010454304743046363 
40 0.00018334486496825498 0.0020725753430384983 -0.001831036565057093 -0.0021803394130302475 0.0006804840760933036 0.0032574208407136836 
41 0.0007238260113735008 0.0029281181351004017 -0.0010547312723607014 -0.003818781682901927 0.0025470461987075394 0.00045084177358968716 
42 0.001049155795764753 0.0036932622303266147 -0.0007189233725773349 -0.006375970321356005 0.0011672779806677419 0.0024027931805502317 
43 0.0011863412946145717 0.004068146389183009 -0.0018244385256934324 -0.004438659093897479 -0.0013220789289649603 0.006659929194744965 
44 0.0014804119245065126 0.004370072272047577 -0.002528155622869921 -0.005189227833134325 0.00034135643669366405 0.006108520314964068 
